x1,x2,branin_value
4.6245288768715636,11.098301458174182,103.16391118439104
-2.2669961350926155,14.493666802626436,21.66498988084209
0.85249459924737,14.445624230673888,110.57471484569845
6.444787481585552,0.7152852754109634,19.63163611625551
-3.326969771776117,3.4359728613681577,86.84740598088118
-1.450863943002303,7.136448739112745,13.23573527853051
4.349957141963799,14.744583092096363,181.45148542045408
2.585899279113466,1.7394917821171592,2.860272026841791
9.996922808445834,3.421270228209392,2.1046531544816105
3.0026354662356987,2.4659268400651446,0.4968528223679325
-2.078653173523242,1.256678364734487,79.45877036627857
-0.2760369938351577,9.188930526370992,26.74489449827942
4.449843959567454,0.16561417541363532,9.224593859913986
7.236397217987211,1.2489222629736245,15.56027257150496
7.5029827179585915,12.853710654692897,146.07345110654836
8.057840929483845,9.13255575135318,65.34903092443557
3.6473482455694377,2.3109379408828286,1.7578456263091873
8.434555858682543,7.973982110256747,43.26731140265719
-2.6313837159066815,6.760547300125541,20.299839637738707
-2.7687359098567454,5.2145980509927785,39.27844424658372
3.4848208634032414,12.577056405444997,112.35557507440602
7.513542062304662,4.891189013277412,25.85463059138735
8.739563553121172,14.865921421473903,169.1884134461631
2.332975318409229,2.780414100774839,3.413707043222958
4.32531511909561,0.3633219508636204,7.743248275681875
5.5113875452629415,8.842813853755946,76.0241350104304
6.49189943007617,9.052977550665869,82.44854871797425
7.38431019100106,10.612914334020783,101.23120549703752
-0.2855436229653927,14.547008766448796,84.53233974096949
7.229574184087872,14.310247143126062,186.29258022841321
2.673959806078436,10.856159005895153,68.47575548225694
8.174395461260096,5.1881672331773,19.691489082373145
8.630382009571248,5.141636644956823,13.867991846724948
1.19167032157449,2.5007671026779783,16.743916911166913
3.748026748427387,1.905117206716231,2.1131672046503835
3.41451432633613,2.805979904133933,1.2923323085021963
2.04020703274706,3.8474735377372116,5.966451880838916
-2.278099183881506,13.633788589807715,14.900573520582357
6.761236122486846,11.733871287294576,130.65535955393716
9.061693419373736,3.7596570806006824,3.5010387842602366
7.965991263693489,8.946717568112014,64.09184336078167
5.74105036704621,14.144732482658315,187.8503672785354
3.422060467824336,11.278615813760275,85.63732705899659
6.164884709884955,11.436680565733521,126.4224408866897
0.9695443252528388,2.0276784264117937,21.937643777888365
6.591689533483535,7.659680890648746,61.88855172419315
4.181712047786581,6.051385386877063,24.922898696026856
-0.6909384267185885,12.970740744251787,51.14904932958557
4.099713950497108,2.8353166391890996,5.891772124081879
2.424588285620681,6.4387306699368505,15.280683532881856
